dataset,model,seed,n_train,n_test,series_length,n_classes,total_time,peak_memory_mb,accuracy,f1_macro,f1_weighted,status,error_msg
PickupGestureWiimoteZ,dtw_1nn,42,50,50,361,10,0.7297486669849604,0.03276800000000435,0.74,0.7284792984792985,0.7284792984792984,ok,
PigAirwayPressure,lr_classifier,42,104,208,2000,52,3.0951241250149906,45.318144000000004,0.08173076923076923,0.06979452171759865,0.06979452171759865,ok,
PigAirwayPressure,rf_classifier,42,104,208,2000,52,0.2981959999888204,14.303232000000008,0.10096153846153846,0.08157190032190033,0.08157190032190033,ok,
PigAirwayPressure,dtw_1nn,42,104,208,2000,52,185.1240685840021,-69.763072,0.18269230769230768,0.18652613412228794,0.18652613412228794,ok,
PigArtPressure,lr_classifier,42,104,208,2000,52,0.8238438749976922,8.81459199999999,0.16826923076923078,0.15164296173911557,0.15164296173911557,ok,
PigArtPressure,rf_classifier,42,104,208,2000,52,0.2779892919934355,16.039935999999983,0.18269230769230768,0.1758923234884773,0.1758923234884773,ok,
PigArtPressure,dtw_1nn,42,104,208,2000,52,197.48219204202178,-7.159807999999998,0.4807692307692308,0.4576645576645576,0.4576645576645576,ok,
PigCVP,lr_classifier,42,104,208,2000,52,0.5669352089753374,2.064384000000018,0.10096153846153846,0.08494283494283494,0.08494283494283494,ok,
PigCVP,rf_classifier,42,104,208,2000,52,0.2901138750021346,1.63839999999999,0.10576923076923077,0.10035978978286672,0.10035978978286672,ok,
PigCVP,dtw_1nn,42,104,208,2000,52,200.48291779198917,-2.768895999999984,0.3269230769230769,0.30705715224945995,0.30705715224945995,ok,
PLAID,lr_classifier,42,537,537,1345,11,0.5313389590010047,5.898239999999987,0.2644320297951583,0.2782568009606978,0.3102831915573689,ok,
PLAID,rf_classifier,42,537,537,1345,11,0.4681730000011157,24.870911999999976,0.7970204841713222,0.7127663141264353,0.7857865627532483,ok,
PLAID,dtw_1nn,42,537,537,1345,11,1185.7688584999996,-132.661248,0.8975791433891993,0.854834617667174,0.8927228055299157,ok,
Plane,lr_classifier,42,105,105,144,7,0.007895833987277001,8.011775999999998,0.9809523809523809,0.9815476190476191,0.9809523809523809,ok,
Plane,rf_classifier,42,105,105,144,7,0.20744945900514722,7.520255999999989,0.9904761904761905,0.9907448872966115,0.9904562870080112,ok,
Plane,dtw_1nn,42,105,105,144,7,0.4607747500122059,0.016384000000002175,1.0,1.0,1.0,ok,
PowerCons,lr_classifier,42,180,180,144,2,0.0032557919912505895,0.360447999999991,0.9888888888888889,0.9888875169774046,0.9888875169774047,ok,
PowerCons,rf_classifier,42,180,180,144,2,0.2022284170088824,1.2287999999999926,1.0,1.0,1.0,ok,
PowerCons,dtw_1nn,42,180,180,144,2,1.5928715000045486,0.0,0.9222222222222223,0.9221357063403781,0.9221357063403782,ok,
ProximalPhalanxOutlineCorrect,lr_classifier,42,600,291,80,2,0.006232999992789701,0.2949119999999965,0.8350515463917526,0.8144329896907216,0.8371771707939206,ok,
ProximalPhalanxOutlineCorrect,rf_classifier,42,600,291,80,2,0.37276441598078236,140.03404799999998,0.8762886597938144,0.8423618634886241,0.8692519909305157,ok,
ProximalPhalanxOutlineCorrect,dtw_1nn,42,600,291,80,2,1.2721858749864623,0.03276799999997593,0.7835051546391752,0.7252454102660173,0.7717662509221956,ok,
ProximalPhalanxOutlineAgeGroup,lr_classifier,42,400,205,80,3,0.008130875008646399,0.6062080000000094,0.8390243902439024,0.7489595655919489,0.841156195734294,ok,
ProximalPhalanxOutlineAgeGroup,rf_classifier,42,400,205,80,3,0.2197154170135036,4.243455999999981,0.8536585365853658,0.7710472541507025,0.8549855153723951,ok,
ProximalPhalanxOutlineAgeGroup,dtw_1nn,42,400,205,80,3,0.6102532090153545,0.0,0.8048780487804879,0.7158730158730159,0.800580720092915,ok,
ProximalPhalanxTW,lr_classifier,42,400,205,80,6,0.02265895900200121,0.08191999999999666,0.7170731707317073,0.4921697596116201,0.7273896079341342,ok,
ProximalPhalanxTW,rf_classifier,42,400,205,80,6,0.21975754099548794,3.506175999999982,0.8097560975609757,0.4973123931658272,0.7775442120323516,ok,
ProximalPhalanxTW,dtw_1nn,42,400,205,80,6,0.6209260000032373,0.0,0.7560975609756098,0.5111601301176205,0.7344878709384339,ok,
RefrigerationDevices,lr_classifier,42,375,375,720,3,0.010863541974686086,4.734976000000017,0.37066666666666664,0.3709459805821262,0.37094598058212613,ok,
RefrigerationDevices,rf_classifier,42,375,375,720,3,0.28702474999590777,0.589823999999993,0.52,0.4972912289375026,0.49729122893750266,ok,
RefrigerationDevices,dtw_1nn,42,375,375,720,3,167.38464754199958,-25.98502400000001,0.464,0.46960003481742607,0.4696000348174261,ok,
Rock,lr_classifier,42,20,50,2844,4,0.07962649999535643,3.424256000000014,0.84,0.8293987988755431,0.8364669051878354,ok,
Rock,rf_classifier,42,20,50,2844,4,0.201901958003873,0.475135999999992,0.68,0.6304652213188798,0.6822186088527552,ok,
Rock,dtw_1nn,42,20,50,2844,4,16.23769604199333,0.09830399999998463,0.54,0.5172697368421052,0.5437631578947368,ok,
ScreenType,lr_classifier,42,375,375,720,3,0.02703962501254864,2.3101439999999798,0.3893333333333333,0.3880670302346476,0.38806703023464767,ok,
ScreenType,rf_classifier,42,375,375,720,3,0.26851716701639816,5.57056,0.4026666666666667,0.39696706151376887,0.3969670615137688,ok,
ScreenType,lr_classifier,42,375,375,720,3,0.029855041997507215,6.127615999999989,0.3893333333333333,0.3880670302346476,0.38806703023464767,ok,
ScreenType,rf_classifier,42,375,375,720,3,0.29336850001709536,13.811712,0.408,0.3989838118870377,0.3989838118870377,ok,
ScreenType,dtw_1nn,42,375,375,720,3,157.33769541600486,-114.54054400000001,0.3973333333333333,0.39619282945473655,0.3961928294547365,ok,
SemgHandGenderCh2,lr_classifier,42,300,600,1500,2,0.015961917000822723,1.6056320000000142,0.8116666666666666,0.8003245462390038,0.814601341182915,ok,
SemgHandGenderCh2,rf_classifier,42,300,600,1500,2,0.30087666600593366,7.356415999999967,0.9,0.8938879456706281,0.901528013582343,ok,
SemgHandGenderCh2,dtw_1nn,42,300,600,1500,2,864.9366581669892,-191.75833599999999,0.915,0.9080459770114943,0.9156321839080459,ok,
SemgHandMovementCh2,lr_classifier,42,450,450,1500,6,0.0995358339860104,20.070399999999978,0.49777777777777776,0.5006186520665904,0.5006186520665904,ok,
SemgHandMovementCh2,rf_classifier,42,450,450,1500,6,0.4502926660061348,21.315584,0.5066666666666667,0.4978352401885628,0.49783524018856284,ok,
SemgHandMovementCh2,dtw_1nn,42,450,450,1500,6,976.1231702080113,-68.40319999999998,0.7844444444444445,0.7863242990022283,0.7863242990022283,ok,
SemgHandSubjectCh2,lr_classifier,42,450,450,1500,5,0.07305808400269598,19.49696,0.82,0.820404108343791,0.8204041083437908,ok,
SemgHandSubjectCh2,rf_classifier,42,450,450,1500,5,0.4391429589886684,20.283391999999992,0.7044444444444444,0.7046928090472353,0.7046928090472352,ok,
SemgHandSubjectCh2,dtw_1nn,42,450,450,1500,5,973.6327170840232,-60.391424000000015,0.8733333333333333,0.87310524674135,0.8731052467413499,ok,
ShakeGestureWiimoteZ,lr_classifier,42,50,50,385,10,0.043604084028629586,10.141695999999996,0.58,0.5197619047619048,0.5197619047619048,ok,
ShakeGestureWiimoteZ,rf_classifier,42,50,50,385,10,0.21556879198760726,7.880704000000009,0.82,0.8055305805305805,0.8055305805305804,ok,
ShakeGestureWiimoteZ,dtw_1nn,42,50,50,385,10,0.8261213340156246,0.016383999999987964,0.86,0.8545454545454545,0.8545454545454545,ok,
ShapeletSim,lr_classifier,42,20,180,500,2,0.00290024999412708,0.21299200000001406,0.48333333333333334,0.47972027972027975,0.4797202797202797,ok,
ShapeletSim,rf_classifier,42,20,180,500,2,0.1942840419942513,0.819199999999995,0.5,0.49776785714285715,0.4977678571428571,ok,
ShapeletSim,dtw_1nn,42,20,180,500,2,2.032960042008199,0.0,0.65,0.6486880014870349,0.648688001487035,ok,
ShapesAll,lr_classifier,42,600,600,512,60,0.8600340000120923,13.959168000000005,0.645,0.6279537038132743,0.6279537038132742,ok,
ShapesAll,rf_classifier,42,600,600,512,60,0.6308402910071891,113.73772799999998,0.745,0.7277261071850182,0.7277261071850183,ok,
ShapesAll,dtw_1nn,42,600,600,512,60,193.7401666669757,-55.34515200000001,0.7683333333333333,0.7562207600596008,0.7562207600596011,ok,
SmallKitchenAppliances,lr_classifier,42,375,375,720,3,0.009253541997168213,4.997119999999995,0.4106666666666667,0.41191690318254803,0.4119169031825481,ok,
SmallKitchenAppliances,rf_classifier,42,375,375,720,3,0.27858583399211057,11.452416,0.7146666666666667,0.7046733643224871,0.7046733643224871,ok,
SmallKitchenAppliances,dtw_1nn,42,375,375,720,3,161.3723677910166,-12.746751999999987,0.6426666666666667,0.6325203640437902,0.6325203640437903,ok,
SmoothSubspace,lr_classifier,42,150,150,15,3,0.003306124999653548,0.09830400000001305,0.86,0.8594592792612595,0.8594592792612593,ok,
SmoothSubspace,rf_classifier,42,150,150,15,3,0.2021271660050843,1.8513919999999757,0.9866666666666667,0.9866659999333267,0.9866659999333266,ok,
SmoothSubspace,dtw_1nn,42,150,150,15,3,0.07890041600330733,0.0,0.8266666666666667,0.8263212987965463,0.8263212987965464,ok,
SonyAIBORobotSurface1,lr_classifier,42,20,601,70,2,0.0030116669950075448,0.14745600000000536,0.7071547420965059,0.703243182583324,0.6984245947772304,ok,
SonyAIBORobotSurface1,rf_classifier,42,20,601,70,2,0.20412479198421352,0.44236799999998766,0.6372712146422629,0.618592654696197,0.6066552291667563,ok,
SonyAIBORobotSurface1,dtw_1nn,42,20,601,70,2,0.15524979200563394,0.0,0.7254575707154742,0.7207540050180645,0.7156283244503744,ok,
SonyAIBORobotSurface2,lr_classifier,42,27,953,65,2,0.0029007080011069775,0.04915199999999231,0.8090241343126967,0.8031224176602527,0.8110986771359802,ok,
SonyAIBORobotSurface2,rf_classifier,42,27,953,65,2,0.2073642920004204,2.3756799999999885,0.7985309548793285,0.7906414762741651,0.8001514964306593,ok,
SonyAIBORobotSurface2,dtw_1nn,42,27,953,65,2,0.29472129099303856,0.0,0.8310598111227702,0.8170177445072409,0.8288790356256615,ok,
StarLightCurves,lr_classifier,42,1000,8236,1024,3,0.1381861249974463,1.179647999999986,0.8887809616318602,0.8662717827812726,0.896874211921329,ok,
StarLightCurves,rf_classifier,42,1000,8236,1024,3,0.5748763750016224,43.876352,0.9442690626517727,0.9159904353747894,0.942983211781521,ok,
Strawberry,lr_classifier,42,613,370,235,2,0.007079709001118317,1.6875520000000392,0.9540540540540541,0.9508113391984361,0.954429526300494,ok,
Strawberry,rf_classifier,42,613,370,235,2,0.399721416993998,5.439487999999983,0.9594594594594594,0.9561953922288258,0.9596210469461246,ok,
Strawberry,dtw_1nn,42,613,370,235,2,11.814631834015017,-155.303936,0.9405405405405406,0.9360545500251383,0.9409067438479202,ok,
SwedishLeaf,lr_classifier,42,500,625,128,15,0.03084083297289908,3.424256000000014,0.8336,0.831400210493771,0.830112238014044,ok,
SwedishLeaf,rf_classifier,42,500,625,128,15,0.24240270900190808,24.88729600000002,0.8848,0.8842794054738804,0.8849589427078032,ok,
SwedishLeaf,dtw_1nn,42,500,625,128,15,8.918297541997163,-27.44320000000002,0.792,0.7868702262641395,0.7858488970622513,ok,
Symbols,lr_classifier,42,25,995,398,6,0.010383040993474424,3.8338559999999973,0.8341708542713567,0.8298699222127331,0.8319268836741242,ok,
Symbols,rf_classifier,42,25,995,398,6,0.2103484999970533,1.0649600000000135,0.8603015075376884,0.8569531400548973,0.8581358687171673,ok,
Symbols,dtw_1nn,42,25,995,398,6,7.052957792009693,0.0,0.949748743718593,0.9488177914312564,0.9491373654119977,ok,
SyntheticControl,lr_classifier,42,300,300,60,6,0.006144707993371412,0.14745600000000536,0.9166666666666666,0.9154190276080842,0.9154190276080841,ok,
SyntheticControl,rf_classifier,42,300,300,60,6,0.2324452500033658,6.701055999999994,0.9533333333333334,0.9530578337497212,0.9530578337497211,ok,
SyntheticControl,dtw_1nn,42,300,300,60,6,0.790150957996957,0.0,0.9933333333333333,0.9932983094227791,0.9932983094227791,ok,
ToeSegmentation1,lr_classifier,42,40,228,277,2,0.003682709007989615,0.09830400000001305,0.5789473684210527,0.5786555786555787,0.5780719991246307,ok,
ToeSegmentation1,rf_classifier,42,40,228,277,2,0.19233133300440386,0.1802239999999813,0.6842105263157895,0.6838212634822805,0.684405157732544,ok,
ToeSegmentation1,dtw_1nn,42,40,228,277,2,1.6249369999859482,0.0,0.7719298245614035,0.7622523461939521,0.7647769057680699,ok,
ToeSegmentation2,lr_classifier,42,36,130,343,2,0.004555499996058643,0.03276799999997593,0.5615384615384615,0.5313389412434382,0.6063801734916782,ok,
ToeSegmentation2,rf_classifier,42,36,130,343,2,0.19448975002160296,0.0655360000000087,0.7769230769230769,0.6962372089275642,0.7949870772205797,ok,
ToeSegmentation2,dtw_1nn,42,36,130,343,2,1.2542817080102395,0.0,0.8384615384615385,0.764065335753176,0.8476336730420216,ok,
Trace,lr_classifier,42,100,100,275,4,0.011162749986397102,0.16383999999999332,0.79,0.7779764353293764,0.7842949403537638,ok,
Trace,rf_classifier,42,100,100,275,4,0.34016454199445434,0.14745600000000536,0.83,0.8161527841693511,0.8229590427979752,ok,
Trace,dtw_1nn,42,100,100,275,4,1.6805004999914672,-0.1802240000000097,1.0,1.0,1.0,ok,
TwoLeadECG,lr_classifier,42,23,1139,82,2,0.0034340420097578317,0.0,0.9464442493415277,0.9464361568854197,0.9464367349179987,ok,
TwoLeadECG,rf_classifier,42,23,1139,82,2,0.19698095801868476,0.04915199999999231,0.7199297629499561,0.7141471366408172,0.7141114414166866,ok,
TwoLeadECG,dtw_1nn,42,23,1139,82,2,0.2759245000197552,0.0,0.9043020193151887,0.9040357233128318,0.9040312850461257,ok,
TwoPatterns,lr_classifier,42,1000,4000,128,4,0.01288024999666959,-9.486335999999994,0.83475,0.8345668305588568,0.8345204979295725,ok,
TwoPatterns,rf_classifier,42,1000,4000,128,4,0.4132627910003066,26.623999999999995,0.85725,0.8568342190362976,0.8566541836918639,ok,
TwoPatterns,dtw_1nn,42,1000,4000,128,4,145.38169462498627,-32.60416000000001,1.0,1.0,1.0,ok,
UMD,lr_classifier,42,36,144,150,3,0.004069957998581231,0.0,0.8402777777777778,0.8425291056387145,0.8425291056387145,ok,
UMD,rf_classifier,42,36,144,150,3,0.19019783299881965,0.8683519999999874,0.9375,0.9381152253866429,0.9381152253866429,ok,
UMD,dtw_1nn,42,36,144,150,3,0.23801987498882227,0.0,0.8819444444444444,0.881406741244425,0.881406741244425,ok,
UWaveGestureLibraryAll,lr_classifier,42,896,3582,945,8,0.1500528329925146,5.603327999999976,0.8160245672808487,0.8172427698233488,0.8173888263549239,ok,
UWaveGestureLibraryAll,rf_classifier,42,896,3582,945,8,0.5230415829864796,13.51679999999999,0.9335566722501396,0.9331441214251824,0.9332662688601204,ok,
UWaveGestureLibraryAll,dtw_1nn,42,896,3582,945,8,6237.095147790998,-225.90259199999997,0.8916806253489671,0.8898747849984254,0.8898972469551195,ok,
UWaveGestureLibraryX,lr_classifier,42,896,3582,315,8,0.06555720799951814,11.059200000000004,0.6328866554997208,0.6052304229589965,0.6073826504738078,ok,
UWaveGestureLibraryX,rf_classifier,42,896,3582,315,8,0.3937370420026127,42.795007999999996,0.7610273590173088,0.7462738751602818,0.7480780337643315,ok,
UWaveGestureLibraryX,dtw_1nn,42,896,3582,315,8,664.5911959999939,-17.055744000000004,0.7275265214963708,0.704837556626114,0.7071289983069283,ok,
UWaveGestureLibraryY,lr_classifier,42,896,3582,315,8,0.07589470900711603,0.39321599999999535,0.5804020100502513,0.5775854910059585,0.5771311017627961,ok,
UWaveGestureLibraryY,rf_classifier,42,896,3582,315,8,0.4219158749911003,14.155776000000003,0.6929089893914014,0.6897305106830205,0.6893940862255409,ok,
UWaveGestureLibraryY,dtw_1nn,42,896,3582,315,8,675.7122172499949,-3.4242559999999855,0.6340033500837521,0.6270255282041104,0.6266386287273525,ok,
UWaveGestureLibraryZ,lr_classifier,42,896,3582,315,8,0.06994991598185152,2.8344319999999925,0.5382467895030709,0.5228872309144194,0.5211807162259998,ok,
UWaveGestureLibraryZ,rf_classifier,42,896,3582,315,8,0.40709408299881034,1.523711999999989,0.7141261864879955,0.7003938132377234,0.6995287626245104,ok,
UWaveGestureLibraryZ,dtw_1nn,42,896,3582,315,8,650.7579872090137,-0.06553599999998028,0.6582914572864321,0.6446340735806173,0.6431919631226527,ok,
Wafer,lr_classifier,42,1000,6164,152,2,0.011809124989667907,1.3107200000000034,0.8948734587929915,0.775588324196044,0.9038981463236909,ok,
Wafer,rf_classifier,42,1000,6164,152,2,0.32385650000651367,5.799936000000002,0.9886437378325762,0.9695303401489672,0.9884558142174978,ok,
Wafer,dtw_1nn,42,1000,6164,152,2,303.02420941600576,-30.195711999999986,0.9798831927319922,0.9443286023735891,0.9792191605937516,ok,
Wine,lr_classifier,42,57,54,234,2,0.004193083004793152,0.03276800000000435,0.8888888888888888,0.8887362637362637,0.8887362637362637,ok,
Wine,rf_classifier,42,57,54,234,2,0.1996508750016801,0.5734400000000051,0.7592592592592593,0.7585139318885449,0.7585139318885449,ok,
Wine,dtw_1nn,42,57,54,234,2,0.06311554100830108,0.0,0.5740740740740741,0.5739279588336192,0.5739279588336191,ok,
WordSynonyms,lr_classifier,42,267,638,270,25,0.07642654201481491,2.801663999999988,0.44357366771159873,0.3223495207018386,0.4389731489974301,ok,
WordSynonyms,rf_classifier,42,267,638,270,25,0.2644410000066273,18.612223999999998,0.5768025078369906,0.3984589683070306,0.5282306238115473,ok,
WordSynonyms,dtw_1nn,42,267,638,270,25,28.635734458017396,-74.973184,0.6489028213166145,0.5327126575369014,0.631781993788123,ok,
Worms,lr_classifier,42,181,77,900,5,0.06222095899283886,2.53952000000001,0.35064935064935066,0.3130498084291188,0.3397890232372991,ok,
Worms,rf_classifier,42,181,77,900,5,0.22211774997413158,5.799936000000002,0.5584415584415584,0.4752014652014652,0.513526949241235,ok,
Worms,dtw_1nn,42,181,77,900,5,24.807114084018394,0.016384000000016385,0.5844155844155844,0.5608186241003579,0.5748737772621009,ok,
WormsTwoClass,lr_classifier,42,181,77,900,2,0.014777000003959984,0.04915199999999231,0.5324675324675324,0.5285714285714286,0.5346938775510204,ok,
WormsTwoClass,rf_classifier,42,181,77,900,2,0.21817149998969398,2.293759999999992,0.5974025974025974,0.5836385836385836,0.5944531658817372,ok,
WormsTwoClass,dtw_1nn,42,181,77,900,2,24.79081549998955,0.0,0.6233766233766234,0.6233766233766234,0.6233766233766234,ok,
Yoga,lr_classifier,42,300,3000,426,2,0.016554417001316324,0.08191999999999666,0.6596666666666666,0.6577757254501009,0.6595903506534421,ok,
Yoga,rf_classifier,42,300,3000,426,2,0.24936633300967515,0.8519679999999994,0.8073333333333333,0.8049735128386813,0.8065038206746071,ok,
Yoga,dtw_1nn,42,300,3000,426,2,319.0996846249909,0.0,0.8363333333333334,0.8349868073464815,0.8360501156903423,ok,
StarLightCurves,lr_classifier,42,1000,8236,1024,3,0.13775324999005534,2.9818879999999126,0.8887809616318602,0.8662717827812726,0.896874211921329,ok,
StarLightCurves,rf_classifier,42,1000,8236,1024,3,0.670441916998243,49.25030400000003,0.9445118989800875,0.916487161559671,0.9433203630744587,ok,
